model,dataset,file,BB,CB,BB,BC
NB,JIRA-HA-2019,lucene-3.0.0.csv_lucene-3.1.0.csv,19,5,443,49
NB,JIRA-HA-2019,wicket-1.3.0.beta1.csv_wicket-1.3.0.beta2.csv,31,35,943,110
NB,JIRA-HA-2019,wicket-1.3.0.beta2.csv_wicket-1.5.3.0.csv,0,0,4,0
NB,JIRA-RA-2019,activemq-5.0.0.csv_activemq-5.1.0.csv,33,225,1005,30
NB,JIRA-RA-2019,activemq-5.1.0.csv_activemq-5.2.0.csv,32,89,1233,71
NB,JIRA-RA-2019,activemq-5.2.0.csv_activemq-5.3.0.csv,26,110,1161,51
NB,JIRA-RA-2019,activemq-5.3.0.csv_activemq-5.8.0.csv,2,85,14,0
NB,JIRA-RA-2019,camel-1.4.0.csv_camel-2.10.0.csv,0,1,96,0
NB,JIRA-RA-2019,camel-2.10.0.csv_camel-2.11.0.csv,8,151,5510,47
NB,JIRA-RA-2019,camel-2.11.0.csv_camel-2.9.0.csv,1,101,4032,9
NB,JIRA-RA-2019,derby-10.2.1.6.csv_derby-10.3.1.4.csv,15,45,912,114
NB,JIRA-RA-2019,derby-10.3.1.4.csv_derby-10.5.1.1.csv,17,45,1213,40
NB,JIRA-RA-2019,groovy-1.5.7.csv_groovy-1.6.BETA1.csv,2,12,588,8
NB,JIRA-RA-2019,groovy-1.6.BETA1.csv_groovy-1.6.BETA2.csv,2,18,612,9
NB,JIRA-RA-2019,hbase-0.94.0.csv_hbase-0.95.0.csv,0,0,0,0
NB,JIRA-RA-2019,hbase-0.95.0.csv_hbase-0.95.2.csv,1,24,560,92
NB,JIRA-RA-2019,hive-0.10.0.csv_hive-0.12.0.csv,3,145,811,1
NB,JIRA-RA-2019,hive-0.12.0.csv_hive-0.9.0.csv,25,512,163,2
NB,JIRA-RA-2019,jruby-1.1.0.csv_jruby-1.4.0.csv,0,1,123,3
NB,JIRA-RA-2019,jruby-1.4.0.csv_jruby-1.5.0.csv,0,6,600,6
NB,JIRA-RA-2019,jruby-1.5.0.csv_jruby-1.7.0.preview1.csv,0,8,380,1
NB,JIRA-RA-2019,lucene-2.3.0.csv_lucene-2.9.0.csv,1,4,213,4
NB,JIRA-RA-2019,lucene-2.9.0.csv_lucene-3.0.0.csv,1,10,308,5
NB,JIRA-RA-2019,lucene-3.0.0.csv_lucene-3.1.0.csv,2,29,482,5
NB,JIRA-RA-2019,wicket-1.3.0.beta1.csv_wicket-1.3.0.beta2.csv,7,42,1024,39
NB,JIRA-RA-2019,wicket-1.3.0.beta2.csv_wicket-1.5.3.0.csv,0,0,6,0
NB,MA-SZZ-2020,flume-1.2.0.csv_flume-1.3.0.csv,15,20,121,26
NB,MA-SZZ-2020,flume-1.3.0.csv_flume-1.3.1.csv,42,37,210,45
NB,MA-SZZ-2020,flume-1.3.1.csv_flume-1.4.0.csv,17,23,167,21
NB,MA-SZZ-2020,flume-1.4.0.csv_flume-1.5.0.csv,25,52,235,28
NB,MA-SZZ-2020,flume-1.5.0.csv_flume-1.5.1.csv,54,81,323,19
NB,MA-SZZ-2020,flume-1.5.1.csv_flume-1.5.2.csv,49,57,348,25
NB,MA-SZZ-2020,flume-1.5.2.csv_flume-1.6.0.csv,19,43,289,10
NB,MA-SZZ-2020,flume-1.6.0.csv_flume-1.7.0.csv,14,42,279,4
NB,MA-SZZ-2020,flume-1.7.0.csv_flume-1.8.0.csv,7,66,402,3
NB,MA-SZZ-2020,mahout-0.10.0.csv_mahout-0.11.0.csv,35,81,825,130
NB,MA-SZZ-2020,mahout-0.11.0.csv_mahout-0.12.0.csv,49,75,765,135
NB,MA-SZZ-2020,mahout-0.12.0.csv_mahout-0.13.0.csv,49,78,766,110
NB,MA-SZZ-2020,mahout-0.13.0.csv_mahout-0.4.csv,1,0,7,6
NB,MA-SZZ-2020,mahout-0.4.csv_mahout-0.5.csv,2,13,328,59
NB,MA-SZZ-2020,mahout-0.5.csv_mahout-0.6.csv,8,20,295,47
NB,MA-SZZ-2020,mahout-0.6.csv_mahout-0.7.csv,58,63,584,135
NB,MA-SZZ-2020,mahout-0.7.csv_mahout-0.8.csv,15,29,347,62
NB,MA-SZZ-2020,mahout-0.8.csv_mahout-0.9.csv,48,54,586,145
NB,MA-SZZ-2020,maven-2.2.0.csv_maven-2.2.1.csv,9,196,46,0
NB,MA-SZZ-2020,maven-2.2.1.csv_maven-3.0.0.csv,0,43,3,0
NB,MA-SZZ-2020,maven-3.0.0.csv_maven-3.0.1.csv,43,108,383,19
NB,MA-SZZ-2020,maven-3.0.1.csv_maven-3.0.2.csv,39,102,391,18
NB,MA-SZZ-2020,maven-3.0.2.csv_maven-3.0.3.csv,28,104,403,19
NB,MA-SZZ-2020,maven-3.0.3.csv_maven-3.0.4.csv,22,93,419,25
NB,MA-SZZ-2020,maven-3.0.4.csv_maven-3.0.5.csv,33,96,452,26
NB,MA-SZZ-2020,maven-3.0.5.csv_maven-3.1.0.csv,3,38,365,13
NB,MA-SZZ-2020,maven-3.1.0.csv_maven-3.1.1.csv,26,64,495,30
NB,MA-SZZ-2020,shiro-1.1.0.csv_shiro-1.2.0.csv,5,22,279,5
NB,MA-SZZ-2020,shiro-1.2.0.csv_shiro-1.2.1.csv,16,45,374,11
NB,MA-SZZ-2020,shiro-1.2.1.csv_shiro-1.2.2.csv,8,51,379,8
NB,MA-SZZ-2020,shiro-1.2.2.csv_shiro-1.2.3.csv,10,46,395,8
NB,MA-SZZ-2020,shiro-1.2.3.csv_shiro-1.2.4.csv,7,47,390,8
NB,MA-SZZ-2020,shiro-1.2.4.csv_shiro-1.2.5.csv,10,47,389,8
NB,MA-SZZ-2020,shiro-1.2.5.csv_shiro-1.2.6.csv,9,49,395,9
NB,MA-SZZ-2020,shiro-1.2.6.csv_shiro-1.3.0.csv,4,39,376,4
NB,MA-SZZ-2020,shiro-1.3.0.csv_shiro-1.3.1.csv,9,62,408,7
NB,MA-SZZ-2020,zeppelin-0.5.0.csv_zeppelin-0.5.5.csv,4,13,40,5
NB,MA-SZZ-2020,zeppelin-0.5.5.csv_zeppelin-0.5.6.csv,21,75,21,0
NB,MA-SZZ-2020,zeppelin-0.5.6.csv_zeppelin-0.6.0.csv,2,12,24,3
NB,MA-SZZ-2020,zeppelin-0.6.0.csv_zeppelin-0.6.1.csv,27,12,159,42
NB,MA-SZZ-2020,zeppelin-0.6.1.csv_zeppelin-0.6.2.csv,25,12,169,53
NB,MA-SZZ-2020,zeppelin-0.6.2.csv_zeppelin-0.7.0.csv,1,3,73,13
NB,MA-SZZ-2020,zeppelin-0.7.0.csv_zeppelin-0.7.1.csv,16,16,236,45
NB,MA-SZZ-2020,zeppelin-0.7.1.csv_zeppelin-0.7.2.csv,16,24,262,51
NB,MA-SZZ-2020,zeppelin-0.7.2.csv_zeppelin-0.7.3.csv,22,21,283,45
NB,Metrics-Repo-2010,ant-1.3.csv_ant-1.4.csv,6,5,53,1
NB,Metrics-Repo-2010,ant-1.4.csv_ant-1.5.csv,0,11,8,2
NB,Metrics-Repo-2010,ant-1.5.csv_ant-1.6.csv,16,15,77,8
NB,Metrics-Repo-2010,ant-1.6.csv_ant-1.7.csv,8,6,107,12
NB,Metrics-Repo-2010,camel-1.0.csv_camel-1.2.csv,2,3,32,7
NB,Metrics-Repo-2010,camel-1.2.csv_camel-1.4.csv,6,20,181,15
NB,Metrics-Repo-2010,camel-1.4.csv_camel-1.6.csv,13,26,409,74
NB,Metrics-Repo-2010,forrest-0.6.csv_forrest-0.7.csv,0,0,3,1
NB,Metrics-Repo-2010,forrest-0.7.csv_forrest-0.8.csv,0,6,13,0
NB,Metrics-Repo-2010,jedit-3.2.csv_jedit-4.0.csv,0,8,97,4
NB,Metrics-Repo-2010,jedit-4.0.csv_jedit-4.1.csv,2,6,106,4
NB,Metrics-Repo-2010,jedit-4.1.csv_jedit-4.2.csv,0,3,84,3
NB,Metrics-Repo-2010,jedit-4.2.csv_jedit-4.3.csv,0,1,40,0
NB,Metrics-Repo-2010,log4j-1.0.csv_log4j-1.1.csv,3,1,46,3
NB,Metrics-Repo-2010,log4j-1.1.csv_log4j-1.2.csv,6,0,3,28
NB,Metrics-Repo-2010,lucene-2.0.csv_lucene-2.2.csv,11,5,44,34
NB,Metrics-Repo-2010,lucene-2.2.csv_lucene-2.4.csv,14,2,37,43
NB,Metrics-Repo-2010,pbeans-1.0.csv_pbeans-2.0.csv,2,0,4,0
NB,Metrics-Repo-2010,poi-1.5.csv_poi-2.0.csv,1,13,72,6
NB,Metrics-Repo-2010,poi-2.0.csv_poi-2.5.csv,13,4,82,185
NB,Metrics-Repo-2010,poi-2.5.csv_poi-3.0.csv,9,3,63,46
NB,Metrics-Repo-2010,synapse-1.0.csv_synapse-1.1.csv,6,11,18,3
NB,Metrics-Repo-2010,synapse-1.1.csv_synapse-1.2.csv,2,7,57,10
NB,Metrics-Repo-2010,velocity-1.4.csv_velocity-1.5.csv,4,22,0,1
NB,Metrics-Repo-2010,velocity-1.5.csv_velocity-1.6.csv,5,16,64,9
NB,Metrics-Repo-2010,xalan-2.4.csv_xalan-2.5.csv,3,0,59,49
NB,Metrics-Repo-2010,xalan-2.5.csv_xalan-2.6.csv,50,29,305,142
NB,Metrics-Repo-2010,xalan-2.6.csv_xalan-2.7.csv,40,0,3,305
NB,Metrics-Repo-2010,xerces-0.init.csv_xerces-1.2.csv,1,2,25,12
NB,Metrics-Repo-2010,xerces-1.2.csv_xerces-1.3.csv,5,10,249,20
NB,Metrics-Repo-2010,xerces-1.3.csv_xerces-1.4.csv,4,2,112,143
RF,ECLIPSE-2007,eclipse-2.0.csv_eclipse-2.1.csv,1,12,1983,42
RF,ECLIPSE-2007,eclipse-2.1.csv_eclipse-3.0.csv,2,11,1967,59
RF,IND-JLMIV+R-2020,ant-ivy-1.4.1.csv_ant-ivy-2.0.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,ant-ivy-2.0.0.csv_ant-ivy-2.1.0.csv,16,2,271,4
RF,IND-JLMIV+R-2020,ant-ivy-2.1.0.csv_ant-ivy-2.2.0.csv,9,0,271,0
RF,IND-JLMIV+R-2020,ant-ivy-2.2.0.csv_ant-ivy-2.3.0.csv,1,0,283,1
RF,IND-JLMIV+R-2020,ant-ivy-2.3.0.csv_ant-ivy-2.4.0.csv,1,0,296,2
RF,IND-JLMIV+R-2020,archiva-1.0.csv_archiva-1.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,archiva-1.1.csv_archiva-1.2.csv,4,0,196,0
RF,IND-JLMIV+R-2020,archiva-1.2.csv_archiva-1.3.csv,4,0,360,4
RF,IND-JLMIV+R-2020,archiva-1.3.csv_archiva-2.0.0.csv,0,0,5,0
RF,IND-JLMIV+R-2020,archiva-2.0.0.csv_archiva-2.1.0.csv,1,0,192,0
RF,IND-JLMIV+R-2020,archiva-2.1.0.csv_archiva-2.2.0.csv,0,0,337,0
RF,IND-JLMIV+R-2020,calcite-1.0.0.csv_calcite-1.1.0.csv,67,0,801,1
RF,IND-JLMIV+R-2020,calcite-1.1.0.csv_calcite-1.10.0.csv,5,0,450,0
RF,IND-JLMIV+R-2020,calcite-1.10.0.csv_calcite-1.11.0.csv,31,0,1045,12
RF,IND-JLMIV+R-2020,calcite-1.11.0.csv_calcite-1.12.0.csv,22,0,1009,4
RF,IND-JLMIV+R-2020,calcite-1.12.0.csv_calcite-1.13.0.csv,20,0,1049,2
RF,IND-JLMIV+R-2020,calcite-1.13.0.csv_calcite-1.14.0.csv,17,0,983,0
RF,IND-JLMIV+R-2020,calcite-1.14.0.csv_calcite-1.15.0.csv,23,0,1064,0
RF,IND-JLMIV+R-2020,calcite-1.15.0.csv_calcite-1.2.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,calcite-1.2.0.csv_calcite-1.3.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,calcite-1.3.0.csv_calcite-1.4.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,calcite-1.4.0.csv_calcite-1.5.0.csv,47,0,814,3
RF,IND-JLMIV+R-2020,calcite-1.5.0.csv_calcite-1.6.0.csv,52,0,824,1
RF,IND-JLMIV+R-2020,calcite-1.6.0.csv_calcite-1.7.0.csv,62,0,818,7
RF,IND-JLMIV+R-2020,calcite-1.7.0.csv_calcite-1.8.0.csv,65,0,994,0
RF,IND-JLMIV+R-2020,calcite-1.8.0.csv_calcite-1.9.0.csv,45,1,1072,6
RF,IND-JLMIV+R-2020,cayenne-3.0.0.csv_cayenne-3.1.0.csv,0,0,479,0
RF,IND-JLMIV+R-2020,commons-bcel-5.2.csv_commons-bcel-6.0.csv,0,0,5,0
RF,IND-JLMIV+R-2020,commons-bcel-6.0.csv_commons-bcel-6.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-bcel-6.1.csv_commons-bcel-6.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-beanutils-1.7.0.csv_commons-beanutils-1.8.0.csv,0,0,15,0
RF,IND-JLMIV+R-2020,commons-beanutils-1.8.0.csv_commons-beanutils-1.9.0.csv,0,0,9,0
RF,IND-JLMIV+R-2020,commons-codec-1.10.csv_commons-codec-1.11.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-codec-1.2.csv_commons-codec-1.3.csv,0,0,9,0
RF,IND-JLMIV+R-2020,commons-codec-1.3.csv_commons-codec-1.4.csv,0,0,6,0
RF,IND-JLMIV+R-2020,commons-codec-1.5.csv_commons-codec-1.6.csv,0,0,26,0
RF,IND-JLMIV+R-2020,commons-codec-1.6.csv_commons-codec-1.7.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-codec-1.7.csv_commons-codec-1.8.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-codec-1.8.csv_commons-codec-1.9.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-collections-1.0.csv_commons-collections-2.0.csv,0,0,12,0
RF,IND-JLMIV+R-2020,commons-collections-2.0.csv_commons-collections-2.1.csv,1,0,15,0
RF,IND-JLMIV+R-2020,commons-collections-2.1.csv_commons-collections-3.0.csv,0,0,10,0
RF,IND-JLMIV+R-2020,commons-collections-3.0.csv_commons-collections-3.1.csv,2,0,93,0
RF,IND-JLMIV+R-2020,commons-collections-3.1.csv_commons-collections-3.2.csv,4,0,170,0
RF,IND-JLMIV+R-2020,commons-collections-3.2.csv_commons-collections-3.3.csv,2,0,231,0
RF,IND-JLMIV+R-2020,commons-collections-3.3.csv_commons-collections-4.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-collections-4.0.csv_commons-collections-4.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-compress-1.0.csv_commons-compress-1.1.csv,3,0,26,0
RF,IND-JLMIV+R-2020,commons-compress-1.1.csv_commons-compress-1.10.csv,0,0,14,0
RF,IND-JLMIV+R-2020,commons-compress-1.10.csv_commons-compress-1.11.csv,5,0,133,0
RF,IND-JLMIV+R-2020,commons-compress-1.11.csv_commons-compress-1.12.csv,0,0,28,0
RF,IND-JLMIV+R-2020,commons-compress-1.12.csv_commons-compress-1.13.csv,5,0,101,4
RF,IND-JLMIV+R-2020,commons-compress-1.13.csv_commons-compress-1.14.csv,4,0,138,0
RF,IND-JLMIV+R-2020,commons-compress-1.14.csv_commons-compress-1.15.csv,4,0,172,0
RF,IND-JLMIV+R-2020,commons-compress-1.15.csv_commons-compress-1.16.csv,0,0,150,1
RF,IND-JLMIV+R-2020,commons-compress-1.16.csv_commons-compress-1.2.csv,0,0,2,0
RF,IND-JLMIV+R-2020,commons-compress-1.2.csv_commons-compress-1.3.csv,1,0,26,0
RF,IND-JLMIV+R-2020,commons-compress-1.3.csv_commons-compress-1.4.csv,4,0,59,1
RF,IND-JLMIV+R-2020,commons-compress-1.4.csv_commons-compress-1.5.csv,2,0,60,0
RF,IND-JLMIV+R-2020,commons-compress-1.5.csv_commons-compress-1.6.csv,6,0,70,0
RF,IND-JLMIV+R-2020,commons-compress-1.6.csv_commons-compress-1.7.csv,6,0,71,2
RF,IND-JLMIV+R-2020,commons-compress-1.7.csv_commons-compress-1.8.csv,17,0,100,0
RF,IND-JLMIV+R-2020,commons-compress-1.8.csv_commons-compress-1.9.csv,12,0,97,2
RF,IND-JLMIV+R-2020,commons-configuration-1.0.csv_commons-configuration-1.1.csv,0,0,12,0
RF,IND-JLMIV+R-2020,commons-configuration-1.1.csv_commons-configuration-1.10.csv,0,0,4,0
RF,IND-JLMIV+R-2020,commons-configuration-1.10.csv_commons-configuration-1.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-configuration-1.2.csv_commons-configuration-1.3.csv,4,0,21,1
RF,IND-JLMIV+R-2020,commons-configuration-1.3.csv_commons-configuration-1.4.csv,4,0,52,0
RF,IND-JLMIV+R-2020,commons-configuration-1.4.csv_commons-configuration-1.5.csv,0,0,62,1
RF,IND-JLMIV+R-2020,commons-configuration-1.5.csv_commons-configuration-1.6.csv,2,0,68,0
RF,IND-JLMIV+R-2020,commons-configuration-1.6.csv_commons-configuration-1.7.csv,1,0,64,0
RF,IND-JLMIV+R-2020,commons-configuration-1.7.csv_commons-configuration-1.8.csv,0,0,25,0
RF,IND-JLMIV+R-2020,commons-configuration-1.8.csv_commons-configuration-1.9.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-configuration-1.9.csv_commons-configuration-2.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-configuration-2.0.csv_commons-configuration-2.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-configuration-2.1.csv_commons-configuration-2.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-dbcp-1.0.csv_commons-dbcp-1.1.csv,0,0,5,0
RF,IND-JLMIV+R-2020,commons-dbcp-1.1.csv_commons-dbcp-1.2.csv,3,0,14,2
RF,IND-JLMIV+R-2020,commons-dbcp-1.2.csv_commons-dbcp-1.3.csv,0,0,8,0
RF,IND-JLMIV+R-2020,commons-dbcp-1.3.csv_commons-dbcp-1.4.csv,6,0,37,0
RF,IND-JLMIV+R-2020,commons-dbcp-1.4.csv_commons-dbcp-2.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-dbcp-2.0.csv_commons-dbcp-2.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-dbcp-2.1.csv_commons-dbcp-2.2.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-dbcp-2.2.0.csv_commons-dbcp-2.3.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-dbcp-2.3.0.csv_commons-dbcp-2.4.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-dbcp-2.4.0.csv_commons-dbcp-2.5.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-digester-1.4.csv_commons-digester-1.5.csv,1,0,13,0
RF,IND-JLMIV+R-2020,commons-digester-1.5.csv_commons-digester-1.6.csv,0,0,21,0
RF,IND-JLMIV+R-2020,commons-digester-1.6.csv_commons-digester-1.7.csv,1,0,48,0
RF,IND-JLMIV+R-2020,commons-digester-1.7.csv_commons-digester-1.8.csv,1,0,56,0
RF,IND-JLMIV+R-2020,commons-digester-1.8.csv_commons-digester-2.0.csv,0,0,23,0
RF,IND-JLMIV+R-2020,commons-digester-3.0.csv_commons-digester-3.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-digester-3.1.csv_commons-digester-3.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-io-1.0.csv_commons-io-1.1.csv,2,0,14,0
RF,IND-JLMIV+R-2020,commons-io-1.1.csv_commons-io-1.2.csv,5,0,29,0
RF,IND-JLMIV+R-2020,commons-io-1.2.csv_commons-io-1.3.csv,4,0,20,0
RF,IND-JLMIV+R-2020,commons-io-1.3.csv_commons-io-1.4.csv,7,0,14,0
RF,IND-JLMIV+R-2020,commons-io-1.4.csv_commons-io-2.0.csv,0,0,5,0
RF,IND-JLMIV+R-2020,commons-io-2.0.csv_commons-io-2.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-io-2.1.csv_commons-io-2.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-io-2.2.csv_commons-io-2.3.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-io-2.3.csv_commons-io-2.4.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-io-2.4.csv_commons-io-2.5.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-jcs-1.0.csv_commons-jcs-1.1.csv,0,0,39,0
RF,IND-JLMIV+R-2020,commons-jcs-1.1.csv_commons-jcs-1.3.csv,0,0,47,1
RF,IND-JLMIV+R-2020,commons-jcs-1.3.csv_commons-jcs-2.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-jcs-2.0.csv_commons-jcs-2.1.csv,2,0,60,0
RF,IND-JLMIV+R-2020,commons-jcs-2.1.csv_commons-jcs-2.2.csv,2,0,58,0
RF,IND-JLMIV+R-2020,commons-jexl-2.0.csv_commons-jexl-2.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-jexl-2.1.csv_commons-jexl-3.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-2.0.csv_commons-lang-2.1.csv,1,0,15,0
RF,IND-JLMIV+R-2020,commons-lang-2.1.csv_commons-lang-2.2.csv,0,0,17,0
RF,IND-JLMIV+R-2020,commons-lang-2.2.csv_commons-lang-2.3.csv,6,0,45,0
RF,IND-JLMIV+R-2020,commons-lang-2.3.csv_commons-lang-2.4.csv,3,0,40,0
RF,IND-JLMIV+R-2020,commons-lang-2.4.csv_commons-lang-2.5.csv,2,0,39,0
RF,IND-JLMIV+R-2020,commons-lang-2.5.csv_commons-lang-2.6.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-2.6.csv_commons-lang-3.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-3.0.csv_commons-lang-3.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-3.1.csv_commons-lang-3.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-3.2.csv_commons-lang-3.3.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-3.3.csv_commons-lang-3.4.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-3.4.csv_commons-lang-3.5.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-3.5.csv_commons-lang-3.6.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-lang-3.6.csv_commons-lang-3.7.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-1.0.csv_commons-math-1.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-1.1.csv_commons-math-1.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-1.2.csv_commons-math-2.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-2.0.csv_commons-math-2.1.csv,5,0,161,2
RF,IND-JLMIV+R-2020,commons-math-2.1.csv_commons-math-2.2.csv,2,0,153,1
RF,IND-JLMIV+R-2020,commons-math-2.2.csv_commons-math-3.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-3.0.csv_commons-math-3.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-3.1.csv_commons-math-3.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-3.2.csv_commons-math-3.3.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-3.3.csv_commons-math-3.4.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-3.4.csv_commons-math-3.5.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-math-3.5.csv_commons-math-3.6.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-1.0.csv_commons-net-1.1.csv,5,0,71,1
RF,IND-JLMIV+R-2020,commons-net-1.1.csv_commons-net-1.2.csv,8,0,82,0
RF,IND-JLMIV+R-2020,commons-net-1.2.csv_commons-net-1.3.csv,7,0,85,0
RF,IND-JLMIV+R-2020,commons-net-1.3.csv_commons-net-1.4.csv,13,0,95,0
RF,IND-JLMIV+R-2020,commons-net-1.4.csv_commons-net-2.0.csv,0,0,39,2
RF,IND-JLMIV+R-2020,commons-net-2.0.csv_commons-net-2.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-2.1.csv_commons-net-2.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-2.2.csv_commons-net-3.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-3.0.csv_commons-net-3.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-3.1.csv_commons-net-3.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-3.2.csv_commons-net-3.3.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-3.3.csv_commons-net-3.4.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-3.4.csv_commons-net-3.5.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-net-3.5.csv_commons-net-3.6.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-scxml-0.5.csv_commons-scxml-0.6.csv,2,0,14,0
RF,IND-JLMIV+R-2020,commons-scxml-0.6.csv_commons-scxml-0.7.csv,6,0,43,1
RF,IND-JLMIV+R-2020,commons-scxml-0.7.csv_commons-scxml-0.8.csv,13,0,62,0
RF,IND-JLMIV+R-2020,commons-scxml-0.8.csv_commons-scxml-0.9.csv,1,0,57,0
RF,IND-JLMIV+R-2020,commons-validator-1.1.0.csv_commons-validator-1.2.0.csv,0,0,2,0
RF,IND-JLMIV+R-2020,commons-validator-1.2.0.csv_commons-validator-1.3.0.csv,3,0,6,0
RF,IND-JLMIV+R-2020,commons-validator-1.3.0.csv_commons-validator-1.4.0.csv,0,0,2,0
RF,IND-JLMIV+R-2020,commons-validator-1.4.0.csv_commons-validator-1.5.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-validator-1.5.0.csv_commons-validator-1.6.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-vfs-1.0.csv_commons-vfs-2.0.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-vfs-2.0.csv_commons-vfs-2.1.csv,0,0,0,0
RF,IND-JLMIV+R-2020,commons-vfs-2.1.csv_commons-vfs-2.2.csv,0,0,0,0
RF,IND-JLMIV+R-2020,deltaspike-0.1.csv_deltaspike-0.2.csv,0,0,28,0
RF,IND-JLMIV+R-2020,deltaspike-0.2.csv_deltaspike-0.3.csv,4,0,63,1
RF,IND-JLMIV+R-2020,deltaspike-0.3.csv_deltaspike-0.4.csv,7,0,110,1
RF,IND-JLMIV+R-2020,deltaspike-0.4.csv_deltaspike-0.5.csv,15,1,279,1
RF,IND-JLMIV+R-2020,deltaspike-0.5.csv_deltaspike-0.6.csv,8,0,371,0
RF,IND-JLMIV+R-2020,deltaspike-0.6.csv_deltaspike-0.7.csv,24,0,525,0
RF,IND-JLMIV+R-2020,deltaspike-0.7.csv_deltaspike-1.0.0.csv,23,0,525,0
RF,IND-JLMIV+R-2020,deltaspike-1.0.0.csv_deltaspike-1.1.0.csv,17,0,522,0
RF,IND-JLMIV+R-2020,deltaspike-1.1.0.csv_deltaspike-1.2.0.csv,19,0,587,0
RF,IND-JLMIV+R-2020,deltaspike-1.2.0.csv_deltaspike-1.3.0.csv,12,0,554,1
RF,IND-JLMIV+R-2020,deltaspike-1.3.0.csv_deltaspike-1.4.0.csv,14,0,560,0
RF,IND-JLMIV+R-2020,deltaspike-1.4.0.csv_deltaspike-1.5.0.csv,13,0,574,2
RF,IND-JLMIV+R-2020,deltaspike-1.5.0.csv_deltaspike-1.6.0.csv,9,1,566,0
